ACC,PRE,REC,MCC,AUC,F1,ACC,PRE,REC,MCC,ACC,F1
0.7236±0.003,0.6673±0.0112,0.5812±0.0181,0.4366±0.0102,0.8161±0.0039,0.621±0.0076,0.7262±0.0049,0.6708±0.0127,0.5894±0.0118,0.444±0.0088,0.8189±0.0046,0.6273±0.0063
