ACC,PRE,REC,MCC,AUC,F1,ACC,PRE,REC,MCC,ACC,F1
0.6751±0.0049,0.7092±0.0046,0.6266±0.0104,0.4305±0.0094,0.8887±0.0018,0.5002±0.0128,0.6697±0.006,0.6056±0.0179,0.4602±0.0196,0.4198±0.011,0.8217±0.0084,0.5227±0.0151
