round_epochs,loss,accuracy,precision,recall,matthews,f1score,val_loss,val_accuracy,val_precision,val_recall,val_matthews,val_f1score,dropout,num_neurons,batch_size,epochs
8,0.2017814964056015,0.9227504134178162,0.9259008169174194,0.9189189076423645,0.8838831782341003,0.9222972989082336,1.8731846809387207,0.5648854970932007,0.5603333711624146,0.5433332920074463,0.33361807465553284,0.551516056060791,0.1,16,16,32
8,0.19015024602413177,0.9312393665313721,0.9367921352386475,0.9206081032752991,0.8937351107597351,0.9283601641654968,1.945105791091919,0.5216284990310669,0.5209188461303711,0.5027778148651123,0.27507543563842773,0.511473536491394,0.1,16,16,64
7,0.21469590067863464,0.9278438091278076,0.9369179010391235,0.9170348644256592,0.891019880771637,0.9266878366470337,1.5556073188781738,0.5318065881729126,0.545343816280365,0.5149573087692261,0.3046843707561493,0.5294851660728455,0.1,16,32,32
8,0.21341486275196075,0.9142614603042603,0.9195760488510132,0.9109277725219727,0.8732192516326904,0.9151689410209656,1.6695088148117065,0.5419847369194031,0.5387911200523376,0.5208333730697632,0.3006562888622284,0.5295388698577881,0.1,16,32,64
7,0.21693365275859833,0.9278438091278076,0.9345079660415649,0.9128921627998352,0.8861521482467651,0.9234821796417236,1.4556691646575928,0.5674300193786621,0.5416065454483032,0.507440447807312,0.2975425124168396,0.5237777829170227,0.1,16,64,32
11,0.14891771972179413,0.9431239366531372,0.9474778175354004,0.933830976486206,0.9112868905067444,0.9405445456504822,1.6316657066345215,0.5572519302368164,0.5505831241607666,0.5277777910232544,0.3153504729270935,0.5388674139976501,0.1,16,64,64
6,0.0933845266699791,0.9736841917037964,0.9745495915412903,0.9721283912658691,0.9600633978843689,0.9732999801635742,2.263472557067871,0.5445292592048645,0.5447618961334229,0.5333333015441895,0.31347838044166565,0.538816511631012,0.1,32,16,32
10,0.08840633183717728,0.9685908555984497,0.9727476835250854,0.9653716087341309,0.9537131786346436,0.9689406156539917,3.200972080230713,0.5674300193786621,0.5612765550613403,0.5477777719497681,0.3378186821937561,0.5541176795959473,0.1,32,16,64
4,0.1223389208316803,0.9685908555984497,0.9734447598457336,0.962448000907898,0.9520264863967896,0.9678296446800232,1.6811314821243286,0.5318065881729126,0.5302280187606812,0.4943910241127014,0.2809593677520752,0.5110242962837219,0.1,32,32,32
11,0.05539454519748688,0.9847198724746704,0.9861536622047424,0.9786902666091919,0.9737139344215393,0.9823354482650757,2.59871244430542,0.5216284990310669,0.5049628019332886,0.4882478713989258,0.2526969015598297,0.4962652325630188,0.1,32,32,64
5,0.10129304975271225,0.9685908555984497,0.9735145568847656,0.9662829041481018,0.9549220204353333,0.9698700308799744,1.5836812257766724,0.5368956923484802,0.5451024174690247,0.498759925365448,0.29763785004615784,0.520695149898529,0.1,32,64,32
13,0.07594651728868484,0.9745330810546875,0.97527676820755,0.9736841917037964,0.9617425799369812,0.9744741320610046,2.262543201446533,0.5318065881729126,0.5092809200286865,0.4918154776096344,0.25603488087654114,0.5003445148468018,0.1,32,64,64
4,0.04630257189273834,0.9872665405273438,0.9872747659683228,0.9839527010917664,0.9784594178199768,0.9855602383613586,2.2932920455932617,0.5597964525222778,0.5647778511047363,0.5502777695655823,0.3402791917324066,0.5572938323020935,0.1,64,16,32
10,0.02609764225780964,0.9898132681846619,0.9906531572341919,0.9864864945411682,0.9828981161117554,0.9885026812553406,5.03216552734375,0.5648854970932007,0.5557063221931458,0.5477777719497681,0.33121776580810547,0.5515896081924438,0.1,64,16,64
7,0.025349456816911697,0.990662157535553,0.9904601573944092,0.987980842590332,0.9838578701019287,0.98920077085495,2.4389472007751465,0.5699745416641235,0.5533233284950256,0.5400640964508057,0.3241366744041443,0.5464068651199341,0.1,64,32,32
