round_epochs,loss,accuracy,precision,recall,matthews,f1score,val_loss,val_accuracy,val_precision,val_recall,val_matthews,val_f1score,dropout,num_neurons,batch_size,epochs
4,0.2953619956970215,0.8904923796653748,0.9032180309295654,0.880912184715271,0.8390840888023376,0.891462504863739,1.3411258459091187,0.5368956923484802,0.5482563972473145,0.4983333349227905,0.3025158643722534,0.520409345626831,0.1,16,16,32
7,0.21732880175113678,0.9295415878295898,0.9361406564712524,0.9192568063735962,0.8919709920883179,0.9273703098297119,1.7270503044128418,0.5470737814903259,0.5515439510345459,0.5258333086967468,0.31981173157691956,0.5379338264465332,0.1,16,16,64
6,0.22846533358097076,0.9074702858924866,0.9154201149940491,0.8986486196517944,0.8613002896308899,0.9068136215209961,1.3933895826339722,0.5623409748077393,0.5599573254585266,0.5064102411270142,0.31655165553092957,0.5314366221427917,0.1,16,32,32
10,0.19184181094169617,0.9354838728904724,0.9399097561836243,0.9234018325805664,0.898023784160614,0.9314064979553223,1.6891086101531982,0.5419847369194031,0.5413405895233154,0.4991987347602844,0.2932703197002411,0.519041121006012,0.1,16,32,64
6,0.2592889368534088,0.901528000831604,0.9201525449752808,0.8738613128662109,0.8472002148628235,0.8962597846984863,1.2422384023666382,0.5572519302368164,0.5576452612876892,0.4962797462940216,0.30971720814704895,0.5248891711235046,0.1,16,64,32
22,0.13419213891029358,0.9499151110649109,0.9530107378959656,0.9421178698539734,0.9216025471687317,0.9474967122077942,1.8147151470184326,0.5445292592048645,0.527610719203949,0.507440447807312,0.282167911529541,0.5172902345657349,0.1,16,64,64
4,0.1138802170753479,0.9651952385902405,0.9675113558769226,0.961824357509613,0.9471161365509033,0.9645761847496033,1.8011350631713867,0.5470737814903259,0.5472948551177979,0.5183333158493042,0.3100384473800659,0.5319072604179382,0.1,32,16,32
10,0.05935870483517647,0.9830220937728882,0.9839527010917664,0.9805743098258972,0.9734134078025818,0.9822090864181519,2.67275071144104,0.5521628260612488,0.5497142672538757,0.5408332943916321,0.32024720311164856,0.5450752377510071,0.1,32,16,64
4,0.1346251219511032,0.961799681186676,0.9660373330116272,0.9478950500488281,0.9357458353042603,0.9567942023277283,1.4841848611831665,0.5674300193786621,0.5643393993377686,0.5232371687889099,0.32889658212661743,0.5427080392837524,0.1,32,32,32
7,0.08180637657642365,0.9677419066429138,0.9675470590591431,0.9651767611503601,0.9496105313301086,0.966343104839325,1.9561173915863037,0.554707407951355,0.5478131175041199,0.5352564454078674,0.31574922800064087,0.5413366556167603,0.1,32,32,64
4,0.1599072962999344,0.9558573961257935,0.9677087664604187,0.9420546293258667,0.932662844657898,0.9546093940734863,1.3721973896026611,0.5445292592048645,0.5274468064308167,0.4962797462940216,0.277974933385849,0.511246383190155,0.1,32,64,32
7,0.07652145624160767,0.9830220937728882,0.9839301705360413,0.9782388806343079,0.9716594219207764,0.9810620546340942,1.6341352462768555,0.554707407951355,0.5388320684432983,0.5186011791229248,0.2989491820335388,0.5283707976341248,0.1,32,64,64
4,0.0413883812725544,0.9940577149391174,0.9957770109176636,0.9898648858070374,0.9892632961273193,0.992725670337677,2.25784969329834,0.5496183037757874,0.5465714931488037,0.5258333086967468,0.31067442893981934,0.5357633829116821,0.1,64,16,32
8,0.05308840051293373,0.9813242554664612,0.9822635054588318,0.9780405163764954,0.9702508449554443,0.9800840020179749,3.3243725299835205,0.5648854970932007,0.5546666979789734,0.5483333468437195,0.32958003878593445,0.5513978004455566,0.1,64,16,64
4,0.04824139550328255,0.9915110468864441,0.9915540814399719,0.9905145764350891,0.9865550398826599,0.9910241365432739,1.8212361335754395,0.5394402146339417,0.5395890474319458,0.5136218070983887,0.29828718304634094,0.5261207222938538,0.1,64,32,32
7,0.026286331936717033,0.9966044425964355,0.9965944290161133,0.9949324131011963,0.9936599731445312,0.9957502484321594,2.2253706455230713,0.5597964525222778,0.5507933497428894,0.5280448794364929,0.3151124119758606,0.5389888286590576,0.1,64,32,64
5,0.047167256474494934,0.9923599362373352,0.9925726056098938,0.9909539222717285,0.9876570701599121,0.9917568564414978,1.8487236499786377,0.5674300193786621,0.5411484837532043,0.5297619104385376,0.30646419525146484,0.5353710055351257,0.1,64,64,32
9,0.02405298873782158,0.9949066042900085,0.9950658082962036,0.9950658082962036,0.9925987124443054,0.9950658082962036,2.239039182662964,0.5623409748077393,0.5399453043937683,0.5252975821495056,0.3035130202770233,0.532469630241394,0.1,64,64,64
5,0.020751461386680603,0.9923599362373352,0.9948198199272156,0.9890202879905701,0.9879533052444458,0.9918264150619507,2.5771114826202393,0.5521628260612488,0.5476410984992981,0.5358332991600037,0.3175843358039856,0.5414214730262756,0.1,128,16,32
13,0.16249573230743408,0.9804753661155701,0.9813626408576965,0.9771959185600281,0.9689623713493347,0.9792120456695557,9.74512767791748,0.5318065881729126,0.5245000123977661,0.5183333158493042,0.28451621532440186,0.5213171243667603,0.1,128,16,64
7,0.011876759119331837,0.9974533319473267,0.9974662065505981,0.9974662065505981,0.9961993098258972,0.9974662065505981,2.517458438873291,0.5190839767456055,0.5130789875984192,0.5064102411270142,0.26663461327552795,0.5096916556358337,0.1,128,32,32
7,0.01220744475722313,0.9974533319473267,0.9974662065505981,0.9974662065505981,0.9961993098258972,0.9974662065505981,2.535623073577881,0.5445292592048645,0.5331524014472961,0.5232371687889099,0.29580527544021606,0.5280793309211731,0.1,128,32,64
6,0.02014607936143875,0.9957554936408997,0.9975329041481018,0.9925987124443054,0.9926059246063232,0.9950463175773621,2.158345937728882,0.5394402146339417,0.5201228857040405,0.5029761791229248,0.2726483941078186,0.5113743543624878,0.1,128,64,32
13,0.005712961312383413,0.9991511106491089,0.9991776347160339,0.9991776347160339,0.9987664222717285,0.9991776347160339,2.686964750289917,0.5292620658874512,0.5144934058189392,0.5052083134651184,0.2671734690666199,0.5097687840461731,0.1,128,64,64
8,0.035313863307237625,0.9915110468864441,0.9915540814399719,0.9907094836235046,0.9867021441459656,0.9911181330680847,3.707310438156128,0.5419847369194031,0.5376666784286499,0.5333333015441895,0.3044523596763611,0.5354300737380981,0.1,256,16,32
8,0.004032100550830364,0.9991511106491089,0.9991554021835327,0.9991554021835327,0.9987331032752991,0.9991554021835327,3.4248485565185547,0.5521628260612488,0.546999990940094,0.5408332943916321,0.31826621294021606,0.5438171625137329,0.1,256,16,64
5,0.007194312755018473,0.9991511106491089,0.9991554021835327,0.9991554021835327,0.9987331032752991,0.9991554021835327,2.4716272354125977,0.5318065881729126,0.528143048286438,0.5136218070983887,0.2858268618583679,0.520722508430481,0.1,256,32,32
9,0.007376036141067743,0.9983022212982178,0.9983108043670654,0.9983108043670654,0.9974662065505981,0.9983108043670654,2.8420727252960205,0.5139949321746826,0.504479706287384,0.4919871985912323,0.25170862674713135,0.4980721175670624,0.1,256,32,64
4,0.015631118789315224,0.9991511106491089,1.0,0.9958881735801697,0.9969221353530884,0.9979278445243835,2.0041377544403076,0.554707407951355,0.5327012538909912,0.5141369104385376,0.29076266288757324,0.5232201814651489,0.1,256,64,32
