round_epochs,loss,accuracy,precision,recall,matthews,f1score,val_loss,val_accuracy,val_precision,val_recall,val_matthews,val_f1score,dropout,num_neurons,batch_size,epochs
11,0.19481872022151947,0.930390477180481,0.9347972273826599,0.9260135293006897,0.895851731300354,0.9302346706390381,2.127690076828003,0.5267175436019897,0.5272142887115479,0.49583330750465393,0.27909648418426514,0.5103262662887573,0.1,16,16,32
7,0.21777677536010742,0.9176570177078247,0.9238962531089783,0.9074324369430542,0.8741042613983154,0.9151983261108398,1.921103596687317,0.5496183037757874,0.5591208934783936,0.5302777886390686,0.3277505040168762,0.5435466170310974,0.1,16,16,64
5,0.22192908823490143,0.912563681602478,0.920259952545166,0.8997531533241272,0.8659570813179016,0.9097347855567932,1.4352741241455078,0.5623409748077393,0.5745936632156372,0.531784176826477,0.34148597717285156,0.5521119832992554,0.1,16,32,32
13,0.1637042611837387,0.9371816515922546,0.941822350025177,0.9347713589668274,0.9076743125915527,0.9382284283638,1.8212361335754395,0.5648854970932007,0.5665603280067444,0.5341880321502686,0.3348037898540497,0.5496136546134949,0.1,16,32,64
7,0.27127283811569214,0.9006791114807129,0.912388265132904,0.8873987793922424,0.850731611251831,0.8996338844299316,1.3416798114776611,0.554707407951355,0.5318472981452942,0.4851190447807312,0.27641505002975464,0.5071917772293091,0.1,16,64,32
7,0.19805772602558136,0.9312393665313721,0.9306426644325256,0.9151062965393066,0.8847195506095886,0.9226678609848022,1.4200599193572998,0.5470737814903259,0.5323979258537292,0.4985118806362152,0.2832096219062805,0.5147663950920105,0.1,16,64,64
9,0.09921952337026596,0.9668930172920227,0.9686374068260193,0.9636824131011963,0.9493085741996765,0.9660798907279968,3.061638355255127,0.5343511700630188,0.5206666588783264,0.5133333206176758,0.27932462096214294,0.5168817043304443,0.1,32,16,32
13,0.1330994963645935,0.961799681186676,0.9637951254844666,0.958108127117157,0.941541850566864,0.9608598947525024,3.551786184310913,0.516539454460144,0.5090640783309937,0.49583330750465393,0.2599841058254242,0.5021305680274963,0.1,32,16,64
6,0.07233695685863495,0.9779286980628967,0.980226993560791,0.9717385768890381,0.9640642404556274,0.975886344909668,1.947258472442627,0.5623409748077393,0.553561806678772,0.5328525900840759,0.32064253091812134,0.5428208708763123,0.1,32,32,32
7,0.06734421104192734,0.9779286980628967,0.9788851141929626,0.9771959185600281,0.9670655727386475,0.9780271649360657,2.0770177841186523,0.5368956923484802,0.5424805283546448,0.5184295177459717,0.30349424481391907,0.52985018491745,0.1,32,32,64
