round_epochs,loss,accuracy,precision,recall,matthews,f1score,val_loss,val_accuracy,val_precision,val_recall,val_matthews,val_f1score,dropout,num_neurons,batch_size,epochs,lr
6,1.109168529510498,0.5033955574035645,0.6093629002571106,0.08361486345529556,0.13509398698806763,0.14328519999980927,1.147587537765503,0.46055978536605835,0.37933334708213806,0.05249999836087227,0.040656086057424545,0.09031733870506287,0.4,16,16,32,0.01
7,0.6514403223991394,0.7308998107910156,0.8017600774765015,0.6077702641487122,0.5780469179153442,0.6880226135253906,1.153694987297058,0.442748099565506,0.48269975185394287,0.3194444477558136,0.17268440127372742,0.38151252269744873,0.4,16,16,32,0.001
5,1.0173375606536865,0.5076400637626648,0.5314457416534424,0.23293918371200562,0.17515526711940765,0.31834667921066284,1.0505404472351074,0.4580152630805969,0.5148354768753052,0.1738888919353485,0.1262170374393463,0.24950270354747772,0.4,16,16,32,0.0001
11,1.0605398416519165,0.5008488893508911,0.5579392313957214,0.09459459781646729,0.1371033638715744,0.13869637250900269,1.2143913507461548,0.4783715009689331,0.2800000011920929,0.027499999850988388,0.02557770162820816,0.04923287779092789,0.4,16,16,64,0.01
9,0.5559223890304565,0.7826825380325317,0.820360004901886,0.6962838172912598,0.6488292217254639,0.7511824369430542,1.1594361066818237,0.45038166642189026,0.4606342613697052,0.32083332538604736,0.14996081590652466,0.3764910101890564,0.4,16,16,64,0.001
26,0.7872895002365112,0.674872636795044,0.7694355845451355,0.5013513565063477,0.48666390776634216,0.60286945104599,1.0376642942428589,0.48346054553985596,0.5600491166114807,0.27388888597488403,0.21362560987472534,0.36158114671707153,0.4,16,16,64,0.0001
8,0.9873943328857422,0.5331069827079773,0.726775586605072,0.16040800511837006,0.2269156128168106,0.2559632658958435,1.123637080192566,0.48346054553985596,0.5881562829017639,0.10710470378398895,0.12574924528598785,0.17761395871639252,0.4,16,32,32,0.01
8,0.6534615755081177,0.7317487001419067,0.8099152445793152,0.6042749285697937,0.5811028480529785,0.690308690071106,1.1253371238708496,0.47073790431022644,0.5004386901855469,0.3031517267227173,0.17650705575942993,0.37556329369544983,0.4,16,32,32,0.001
4,1.048426628112793,0.4915110468864441,0.5078719258308411,0.18009355664253235,0.1349986493587494,0.2607346773147583,1.0557278394699097,0.48091602325439453,0.46503499150276184,0.16479700803756714,0.1040324866771698,0.240415558218956,0.4,16,32,32,0.0001
15,0.9525724649429321,0.5322580933570862,0.9134813547134399,0.1266242265701294,0.26486316323280334,0.2183450162410736,1.233198642730713,0.48091602325439453,0.5333333611488342,0.06623931229114532,0.08203131705522537,0.11519265919923782,0.4,16,32,64,0.01
7,0.6931037306785583,0.7122241258621216,0.794060468673706,0.5793918967247009,0.5542680025100708,0.6680068969726562,1.146986722946167,0.442748099565506,0.46846407651901245,0.3141025900840759,0.1524091362953186,0.37435758113861084,0.4,16,32,64,0.001
17,0.9450458884239197,0.5602716207504272,0.6251245737075806,0.31906184554100037,0.28084105253219604,0.4181421101093292,1.0491650104522705,0.47328245639801025,0.5098935961723328,0.313835471868515,0.18822643160820007,0.3865329325199127,0.4,16,32,64,0.0001
6,0.9551718235015869,0.5195246338844299,0.7806597352027893,0.16365131735801697,0.26367586851119995,0.267416387796402,1.1761986017227173,0.4529262185096741,0.4095848500728607,0.0825892835855484,0.030417783185839653,0.13656039535999298,0.4,16,64,32,0.01
4,0.9626442193984985,0.558573842048645,0.66972416639328,0.2892206609249115,0.28752651810646057,0.3942679762840271,1.0619388818740845,0.47328245639801025,0.47790226340293884,0.1274801641702652,0.10190974175930023,0.19856728613376617,0.4,16,64,32,0.001
4,1.0666513442993164,0.4660441279411316,0.5020098686218262,0.27239373326301575,0.1676579862833023,0.35220202803611755,1.0643211603164673,0.468193382024765,0.40540817379951477,0.1540178507566452,0.06518381088972092,0.22236154973506927,0.4,16,64,32,0.0001
8,0.8664830327033997,0.5747028589248657,0.8048319816589355,0.2851088047027588,0.3668658137321472,0.418893426656723,1.2353532314300537,0.44783714413642883,0.3962458074092865,0.1473214328289032,0.05738046392798424,0.21375612914562225,0.4,16,64,64,0.01
12,0.5615066885948181,0.7818335890769958,0.8497317433357239,0.664726734161377,0.6505241990089417,0.7450581192970276,1.1459240913391113,0.4758269786834717,0.49293115735054016,0.3826884925365448,0.19999046623706818,0.4302833378314972,0.4,16,64,64,0.001
10,1.0337165594100952,0.4898132383823395,0.5356152057647705,0.23222418129444122,0.17642416059970856,0.3221321105957031,1.0416545867919922,0.4783715009689331,0.49142903089523315,0.2504960298538208,0.15057127177715302,0.3306003212928772,0.4,16,64,64,0.0001
7,0.9589921236038208,0.5466893315315247,0.8289735913276672,0.17820945382118225,0.2883959710597992,0.2839033007621765,1.475421667098999,0.46310433745384216,0.4493333697319031,0.11694444715976715,0.0749753788113594,0.18275228142738342,0.4,32,16,32,0.01
7,0.4095762372016907,0.8404074907302856,0.8816345930099487,0.785304069519043,0.7559677362442017,0.8296340703964233,1.2684526443481445,0.4656488597393036,0.47461867332458496,0.3733333349227905,0.17706947028636932,0.41539573669433594,0.4,32,16,32,0.001
9,0.8979671597480774,0.6001697778701782,0.7027994990348816,0.3788851499557495,0.36075419187545776,0.48363733291625977,1.063219666481018,0.47328245639801025,0.49710628390312195,0.3419444262981415,0.19036053121089935,0.4020657241344452,0.4,32,16,32,0.0001
9,1.006032943725586,0.538200318813324,0.8189188838005066,0.1768580973148346,0.29102444648742676,0.2842475175857544,1.53534996509552,0.4758269786834717,0.4339999854564667,0.0925000011920929,0.059715647250413895,0.14868734776973724,0.4,32,16,64,0.01
8,0.35195302963256836,0.8718166351318359,0.9037755131721497,0.820270299911499,0.7976449728012085,0.8587086200714111,1.4256731271743774,0.4580152630805969,0.48241904377937317,0.4047222137451172,0.19741645455360413,0.438974529504776,0.4,32,16,64,0.001
11,0.8618736267089844,0.6162987947463989,0.7165641188621521,0.4327702820301056,0.407406747341156,0.5342902541160583,1.042978286743164,0.48346054553985596,0.5323578119277954,0.31888890266418457,0.21065126359462738,0.39665907621383667,0.4,32,16,64,0.0001
4,0.906161904335022,0.5543293952941895,0.8619794845581055,0.21316267549991608,0.3292834162712097,0.33381426334381104,1.3241537809371948,0.48091602325439453,0.5004647374153137,0.16346153616905212,0.1235610619187355,0.2432294487953186,0.4,32,32,32,0.01
6,0.5942142605781555,0.7640067934989929,0.8369434475898743,0.6608628034591675,0.6384297013282776,0.7371314764022827,1.0874699354171753,0.4783715009689331,0.5146374106407166,0.31063035130500793,0.19445103406906128,0.3860061466693878,0.4,32,32,32,0.001
8,0.9559416174888611,0.5390492081642151,0.6501531600952148,0.3666839897632599,0.3230084776878357,0.4640280306339264,1.0282562971115112,0.49363866448402405,0.5528914332389832,0.19364316761493683,0.17316292226314545,0.28287145495414734,0.4,32,32,32,0.0001
11,0.829616129398346,0.5840407609939575,0.8683591485023499,0.28410863876342773,0.39485830068588257,0.4222729802131653,1.6744388341903687,0.468193382024765,0.4126100540161133,0.13354700803756714,0.058013916015625,0.19846519827842712,0.4,32,32,64,0.01
8,0.4137275815010071,0.8471986651420593,0.9042155146598816,0.7925546169281006,0.7776803970336914,0.8433078527450562,1.2150859832763672,0.45038166642189026,0.46961820125579834,0.3368055522441864,0.16205301880836487,0.3917287588119507,0.4,32,32,64,0.001
9,0.9571561217308044,0.5432937145233154,0.6453118920326233,0.32750779390335083,0.2959512174129486,0.43084269762039185,1.0392800569534302,0.4656488597393036,0.4648476839065552,0.23557692766189575,0.1316206306219101,0.3113827705383301,0.4,32,32,64,0.0001
8,0.7324039936065674,0.6417657136917114,0.8770432472229004,0.4020749032497406,0.4897649586200714,0.5492942929267883,1.4643683433532715,0.4987277388572693,0.4853948652744293,0.25471231341362,0.15160036087036133,0.3322618305683136,0.4,32,64,32,0.01
4,0.816393256187439,0.6417657136917114,0.7715616226196289,0.4604630768299103,0.46234503388404846,0.5748533010482788,1.0362927913665771,0.48346054553985596,0.5543836951255798,0.2638888955116272,0.20415055751800537,0.3564155101776123,0.4,32,64,32,0.001
23,0.7680444121360779,0.6850594282150269,0.7807376980781555,0.507464587688446,0.4990800619125366,0.6144960522651672,1.039888620376587,0.4910941421985626,0.5435365438461304,0.3132440447807312,0.21515986323356628,0.39526137709617615,0.4,32,64,32,0.0001
8,0.7940879464149475,0.6120543479919434,0.8847852945327759,0.33369180560112,0.441484659910202,0.481051504611969,1.4899652004241943,0.48091602325439453,0.48028722405433655,0.183283731341362,0.11638706177473068,0.26236626505851746,0.4,32,64,64,0.01
9,0.4346400499343872,0.8370118737220764,0.8870543241500854,0.7711285352706909,0.750473141670227,0.8247075080871582,1.1796989440917969,0.4758269786834717,0.48736444115638733,0.3757440447807312,0.19015438854694366,0.42330271005630493,0.4,32,64,64,0.001
11,0.954326331615448,0.5458403825759888,0.6584225296974182,0.3339448571205139,0.30949246883392334,0.4412801265716553,1.036564826965332,0.47073790431022644,0.5104635953903198,0.2189980298280716,0.15573622286319733,0.3047981858253479,0.4,32,64,64,0.0001
4,0.919172465801239,0.6061120629310608,0.7812755703926086,0.3469594419002533,0.39552661776542664,0.4717838168144226,2.184458017349243,0.4656488597393036,0.41756999492645264,0.20194444060325623,0.08456648886203766,0.2692514657974243,0.4,64,16,32,0.01
7,0.24307569861412048,0.9210526347160339,0.9342392683029175,0.8969594836235046,0.8748831748962402,0.914683997631073,1.502316951751709,0.48346054553985596,0.5061593651771545,0.4352777898311615,0.2295151650905609,0.4666617512702942,0.4,64,16,32,0.001
7,0.840894341468811,0.63667231798172,0.7396824955940247,0.4407094419002533,0.4260574281215668,0.5456023216247559,1.0340548753738403,0.468193382024765,0.5682380795478821,0.24888889491558075,0.2003043293952942,0.3420509994029999,0.4,64,16,32,0.0001
7,1.0245089530944824,0.598471999168396,0.81199049949646,0.3251689076423645,0.39598187804222107,0.4556756317615509,2.2406418323516846,0.48091602325439453,0.5235714316368103,0.22388888895511627,0.16226999461650848,0.3080664873123169,0.4,64,16,64,0.01
10,0.149128258228302,0.9499151110649109,0.9593952298164368,0.932770311832428,0.9197614789009094,0.9455388784408569,1.7345771789550781,0.468193382024765,0.47537901997566223,0.4302777945995331,0.198212131857872,0.4505279064178467,0.4,64,16,64,0.001
