round_epochs,loss,accuracy,precision,recall,matthews,f1score,val_loss,val_accuracy,val_precision,val_recall,val_matthews,val_f1score,dropout,num_neurons,batch_size,epochs,lr
8,1.0038927793502808,0.5127334594726562,0.7545045614242554,0.07533783465623856,0.17904038727283478,0.1347818523645401,1.2576589584350586,0.45038166642189026,0.31333333253860474,0.027499999850988388,0.001848589745350182,0.04996214807033539,0.4,16,16,32,0.01
4,0.9285828471183777,0.5679117441177368,0.690353274345398,0.31266891956329346,0.31485986709594727,0.42027339339256287,1.1018949747085571,0.44020354747772217,0.5022755861282349,0.2269444465637207,0.14589855074882507,0.30607545375823975,0.4,16,16,32,0.001
4,1.0403430461883545,0.4830220639705658,0.5868833661079407,0.20929054915905,0.19324152171611786,0.2998131513595581,1.052595615386963,0.4783715009689331,0.4950328767299652,0.24833333492279053,0.15618623793125153,0.32548725605010986,0.4,16,16,32,0.0001
8,0.9965223670005798,0.5101867318153381,0.6887387037277222,0.0996621623635292,0.18465901911258698,0.16931335628032684,1.2564702033996582,0.44783714413642883,0.3059999942779541,0.057500001043081284,0.0069387443363666534,0.0953957587480545,0.4,16,16,64,0.01
8,0.6126849055290222,0.7478777766227722,0.8056319355964661,0.6548986434936523,0.6102577447891235,0.7184702157974243,1.1932191848754883,0.4351145029067993,0.5012489557266235,0.32527777552604675,0.17761369049549103,0.3901086151599884,0.4,16,16,64,0.001
10,0.9753698706626892,0.5314091444015503,0.6085581183433533,0.3287162184715271,0.2685408294200897,0.41115060448646545,1.0527158975601196,0.4783715009689331,0.5367619395256042,0.18333333730697632,0.158529132604599,0.2693856954574585,0.4,16,16,64,0.0001
7,0.9793241024017334,0.5144312381744385,0.7940134406089783,0.12454521656036377,0.2255488783121109,0.2103528529405594,1.1955785751342773,0.442748099565506,0.43498170375823975,0.0625,0.05776313319802284,0.10833433270454407,0.4,16,32,32,0.01
9,0.6067235469818115,0.7521222233772278,0.8211848735809326,0.6513124108314514,0.6202887296676636,0.7248815298080444,1.2094407081604004,0.47073790431022644,0.48874977231025696,0.3370726704597473,0.18097172677516937,0.3975765109062195,0.4,16,32,32,0.001
8,1.012346863746643,0.4855687618255615,0.5652762055397034,0.26871100068092346,0.21017798781394958,0.35186833143234253,1.0606552362442017,0.47073790431022644,0.6701465249061584,0.08547008782625198,0.13566437363624573,0.1449897289276123,0.4,16,32,32,0.0001
13,0.9770388603210449,0.5407470464706421,0.8381372094154358,0.160018190741539,0.27691885828971863,0.2653382122516632,1.211342692375183,0.47328245639801025,0.4008241891860962,0.07451923191547394,0.0410793274641037,0.12409395724534988,0.4,16,32,64,0.01
9,0.6021916270256042,0.7589133977890015,0.842056930065155,0.6417619585990906,0.6293240785598755,0.7264419794082642,1.2214646339416504,0.42748090624809265,0.47505518794059753,0.33840811252593994,0.16602405905723572,0.39430081844329834,0.4,16,32,64,0.001
7,1.021324634552002,0.5016977787017822,0.5528140664100647,0.22771570086479187,0.18474335968494415,0.3138693571090698,1.0520075559616089,0.4554707407951355,0.6894382834434509,0.10603632032871246,0.1753803789615631,0.1805654615163803,0.4,16,32,64,0.0001
10,0.9395315647125244,0.5212224125862122,0.8471797108650208,0.14138410985469818,0.26242056488990784,0.24051526188850403,1.193963885307312,0.47073790431022644,0.3542647957801819,0.0669642835855484,0.03697868809103966,0.11212010681629181,0.4,16,64,32,0.01
6,0.8055487871170044,0.6528013348579407,0.7569915652275085,0.46305665373802185,0.45330870151519775,0.5725207924842834,1.0673027038574219,0.46310433745384216,0.5941278338432312,0.3204365074634552,0.2629241645336151,0.41480499505996704,0.4,16,64,32,0.001
