round_epochs,loss,accuracy,precision,recall,matthews,f1score,val_loss,val_accuracy,val_precision,val_recall,val_matthews,val_f1score,dropout,num_neurons,batch_size,epochs
5,0.2610720098018646,0.8904923796653748,0.9026264548301697,0.876013457775116,0.8349833488464355,0.8885530829429626,1.5037263631820679,0.5470737814903259,0.5478993058204651,0.5133333206176758,0.3110111951828003,0.5292156934738159,0.1,16,16,32
10,0.2402365803718567,0.9117147922515869,0.9140121936798096,0.901520311832428,0.8624182939529419,0.9075376987457275,1.7005563974380493,0.5445292592048645,0.5481172204017639,0.528333306312561,0.3149777352809906,0.5377440452575684,0.1,16,16,64
5,0.3173474967479706,0.8743633031845093,0.9022942781448364,0.8512213826179504,0.8176145553588867,0.8756082057952881,1.2805616855621338,0.5267175436019897,0.5406714677810669,0.4895833432674408,0.289455384016037,0.5135600566864014,0.1,16,32,32
7,0.21884292364120483,0.9193548560142517,0.932231068611145,0.9061201214790344,0.8793101906776428,0.9187761545181274,1.427249789237976,0.5343511700630188,0.5328016877174377,0.4991987347602844,0.28545472025871277,0.5153236389160156,0.1,16,32,64
5,0.3567116856575012,0.8743633031845093,0.8937034606933594,0.8459007740020752,0.8070777654647827,0.8689737915992737,1.0724114179611206,0.5445292592048645,0.5644882917404175,0.4873511791229248,0.31347349286079407,0.5219358801841736,0.1,16,64,32
8,0.22833049297332764,0.9244481921195984,0.9344074726104736,0.9104883074760437,0.8843418955802917,0.9222093820571899,1.2936936616897583,0.5419847369194031,0.5268600583076477,0.4895833134651184,0.27362409234046936,0.5073830485343933,0.1,16,64,64
8,0.10155602544546127,0.9651952385902405,0.967736542224884,0.9611486196517944,0.9467622637748718,0.9643362760543823,2.229083776473999,0.5267175436019897,0.521760106086731,0.4983333349227905,0.27604904770851135,0.5091964602470398,0.1,32,16,32
9,0.10367511957883835,0.9592529535293579,0.9634572863578796,0.9552364945411682,0.9391561150550842,0.9591851234436035,2.341949462890625,0.5521628260612488,0.5479798913002014,0.5308333039283752,0.3158523440361023,0.5390027165412903,0.1,32,16,64
6,0.13009588420391083,0.9516128897666931,0.9548277854919434,0.9451013803482056,0.9251313209533691,0.9498735666275024,1.6647523641586304,0.5368956923484802,0.5296347737312317,0.5088140964508057,0.2855117619037628,0.5189103484153748,0.1,32,32,32
8,0.09773208200931549,0.9702886343002319,0.9744150042533875,0.9662162065505981,0.955597460269928,0.9702233076095581,1.9223145246505737,0.5572519302368164,0.555720865726471,0.5352564454078674,0.324142724275589,0.5451890230178833,0.1,32,32,64
8,0.10783245414495468,0.9609507918357849,0.9717637300491333,0.9613487124443054,0.9499611258506775,0.9664890170097351,1.611301064491272,0.5445292592048645,0.531478226184845,0.5052083134651184,0.28532901406288147,0.5178975462913513,0.1,32,64,32
21,0.06105020269751549,0.9804753661155701,0.982690691947937,0.9802631735801697,0.972235918045044,0.9814608693122864,2.4139597415924072,0.516539454460144,0.4945133328437805,0.4828868806362152,0.23707808554172516,0.48860815167427063,0.1,32,64,64
8,0.04943862557411194,0.9838709831237793,0.9847410321235657,0.9839527010917664,0.976545512676239,0.9843341708183289,2.9066450595855713,0.5318065881729126,0.5261666178703308,0.5208333134651184,0.2879469394683838,0.523413896560669,0.1,64,16,32
11,0.05916988104581833,0.9804753661155701,0.9813626408576965,0.974662184715271,0.967075526714325,0.9779044389724731,3.69395112991333,0.5368956923484802,0.5275000333786011,0.5183333158493042,0.2875269949436188,0.5227687954902649,0.1,64,16,64
6,0.04635866731405258,0.9881154298782349,0.9896427989006042,0.9862916469573975,0.9819703102111816,0.9879406094551086,2.1479601860046387,0.5190839767456055,0.5057950615882874,0.4895833432674408,0.2522183358669281,0.4974174499511719,0.1,64,32,32
7,0.0448453463613987,0.9847198724746704,0.9847972989082336,0.9847972989082336,0.9771959185600281,0.9847972989082336,2.2104194164276123,0.5496183037757874,0.5443806648254395,0.5304487347602844,0.3099525272846222,0.5372318625450134,0.1,64,32,64
4,0.0972445011138916,0.9770798087120056,0.9804539680480957,0.9688132405281067,0.9620763063430786,0.9745437502861023,1.5084716081619263,0.5292620658874512,0.5158249735832214,0.4873511791229248,0.26105400919914246,0.5011058449745178,0.1,64,64,32
12,0.02071313001215458,0.9966044425964355,0.9967105388641357,0.9967105388641357,0.9950658082962036,0.9967105388641357,2.2311508655548096,0.5343511700630188,0.5255167484283447,0.5029761791229248,0.27980250120162964,0.5138778686523438,0.1,64,64,64
6,0.016956210136413574,0.9966044425964355,0.9974662065505981,0.994087815284729,0.9936913251876831,0.9956935048103333,2.7868058681488037,0.5394402146339417,0.5393333435058594,0.5333333015441895,0.3060216009616852,0.5362365245819092,0.1,128,16,32
10,0.04952416941523552,0.9881154298782349,0.9897522926330566,0.9839527010917664,0.9803519248962402,0.9867590069770813,5.234323501586914,0.5394402146339417,0.5366666913032532,0.5333333015441895,0.30406928062438965,0.5349462032318115,0.1,128,16,64
5,0.024045608937740326,0.9966044425964355,0.9974662065505981,0.9966216087341309,0.9955682754516602,0.9970372319221497,2.236884593963623,0.5318065881729126,0.5277365446090698,0.5160256624221802,0.2865743637084961,0.5217080116271973,0.1,128,32,32
