round_epochs,loss,accuracy,precision,recall,matthews,f1score,val_loss,val_accuracy,val_precision,val_recall,val_matthews,val_f1score,dropout,num_neurons,batch_size,epochs,lr
6,1.0406776666641235,0.5067911744117737,0.6065958142280579,0.09594594687223434,0.1523628979921341,0.1609971821308136,1.2866368293762207,0.4452926218509674,0.34333333373069763,0.05444444715976715,-0.0013199031818658113,0.09158719331026077,0.4,16,16,32,0.01
10,0.5447706580162048,0.7724957466125488,0.8235486745834351,0.7126688957214355,0.6626755595207214,0.762107253074646,1.2075409889221191,0.48346054553985596,0.49071016907691956,0.3444444239139557,0.1861928105354309,0.40310192108154297,0.4,16,16,32,0.001
8,0.9952477812767029,0.5220713019371033,0.6433771252632141,0.2712838053703308,0.2641398310661316,0.3770591616630554,1.0455033779144287,0.468193382024765,0.5924502611160278,0.16138888895511627,0.1617744117975235,0.245168074965477,0.4,16,16,32,0.0001
13,1.0328500270843506,0.49575552344322205,0.5682432055473328,0.05878378078341484,0.12902387976646423,0.10385385155677795,1.4484846591949463,0.4656488597393036,0.3839999735355377,0.049444448202848434,0.038213249295949936,0.08466144651174545,0.4,16,16,64,0.01
7,0.717416524887085,0.6850594282150269,0.7636442184448242,0.5569257140159607,0.5172321200370789,0.6396009922027588,1.139506220817566,0.4758269786834717,0.5179160237312317,0.32083332538604736,0.2008272111415863,0.3940056264400482,0.4,16,16,64,0.001
16,0.8999338746070862,0.587436318397522,0.7224550247192383,0.3513513505458832,0.3595612645149231,0.463344931602478,1.0522701740264893,0.48346054553985596,0.5128397941589355,0.33638888597488403,0.2017790973186493,0.4018764793872833,0.4,16,16,64,0.0001
6,1.011832356452942,0.4923599362373352,0.6427820324897766,0.1190878376364708,0.1678585559129715,0.19614288210868835,1.0769423246383667,0.48346054553985596,0.5895603895187378,0.08066239953041077,0.12213154882192612,0.1389279067516327,0.4,16,32,32,0.01
4,0.9184758067131042,0.5730050802230835,0.723110556602478,0.32614344358444214,0.34117111563682556,0.43852680921554565,1.044635534286499,0.4910941421985626,0.5815012454986572,0.16613247990608215,0.1704307645559311,0.25532492995262146,0.4,16,32,32,0.001
4,1.059179425239563,0.4660441279411316,0.5163129568099976,0.21972452104091644,0.15534348785877228,0.30607837438583374,1.068217158317566,0.4554707407951355,0.3926892578601837,0.1274038404226303,0.0473671555519104,0.1904500424861908,0.4,16,32,32,0.0001
7,0.9954531192779541,0.5144312381744385,0.7632882595062256,0.10382016748189926,0.19562964141368866,0.17948287725448608,1.2052313089370728,0.4758269786834717,0.5246642231941223,0.08787393569946289,0.0979807898402214,0.14731968939304352,0.4,16,32,64,0.01
12,0.4744156002998352,0.814091682434082,0.8690174221992493,0.7456470727920532,0.7188452482223511,0.8011929392814636,1.1148951053619385,0.49618321657180786,0.5064309239387512,0.38862180709838867,0.21643032133579254,0.43873536586761475,0.4,16,32,64,0.001
13,0.9757216572761536,0.5365025401115417,0.6477516889572144,0.24584200978279114,0.2538042366504669,0.35143575072288513,1.030348539352417,0.49363866448402405,0.5481197834014893,0.23584403097629547,0.1859515756368637,0.32654470205307007,0.4,16,32,64,0.0001
5,1.0025326013565063,0.49575552344322205,0.7838845252990723,0.11785171926021576,0.21658240258693695,0.20305748283863068,1.1870843172073364,0.46310433745384216,0.5343045592308044,0.0917658731341362,0.09783007204532623,0.15524844825267792,0.4,16,64,32,0.01
13,0.5421613454818726,0.7826825380325317,0.8591005206108093,0.6955339312553406,0.6774896383285522,0.7673692107200623,1.107038140296936,0.49618321657180786,0.49621090292930603,0.3754960596561432,0.2034020572900772,0.42646029591560364,0.4,16,64,32,0.001
8,1.0251495838165283,0.4906621277332306,0.5579149723052979,0.24070091545581818,0.19308151304721832,0.3343910574913025,1.0427122116088867,0.49363866448402405,0.5002599954605103,0.194692462682724,0.1351270079612732,0.27738213539123535,0.4,16,64,32,0.0001
18,0.9151788353919983,0.5611205697059631,0.8363969922065735,0.21893978118896484,0.3297473192214966,0.34493008255958557,1.3779577016830444,0.4885496199131012,0.4894123375415802,0.1386408656835556,0.1028069257736206,0.21309016644954681,0.4,16,64,64,0.01
16,0.39948004484176636,0.852292001247406,0.8857823610305786,0.7999114394187927,0.7691702246665955,0.8401229977607727,1.1829559803009033,0.4910941421985626,0.511817991733551,0.423115074634552,0.23472939431667328,0.4629092216491699,0.4,16,64,64,0.001
16,0.9787459969520569,0.5314091444015503,0.6158849000930786,0.2530996799468994,0.2390047311782837,0.35701319575309753,1.0319997072219849,0.48346054553985596,0.5241119265556335,0.2663690447807312,0.17730367183685303,0.3484000265598297,0.4,16,64,64,0.0001
8,1.1076252460479736,0.5016977787017822,0.653764545917511,0.11452703177928925,0.17765434086322784,0.18828453123569489,1.2742136716842651,0.47073790431022644,0.512666642665863,0.07194444537162781,0.07976814359426498,0.12295505404472351,0.4,32,16,32,0.01
5,0.6125967502593994,0.7529711127281189,0.8178310394287109,0.6643580794334412,0.6255027055740356,0.7308396100997925,1.0310399532318115,0.5139949321746826,0.5581966042518616,0.41083332896232605,0.27030056715011597,0.4718366861343384,0.4,32,16,32,0.001
7,0.9488442540168762,0.5594227313995361,0.6837015151977539,0.3175675570964813,0.31156590580940247,0.42325159907341003,1.0491786003112793,0.468193382024765,0.5392539501190186,0.16583333909511566,0.14179645478725433,0.24038459360599518,0.4,32,16,32,0.0001
14,0.9518637657165527,0.5271646976470947,0.8560811281204224,0.14391891658306122,0.2739295959472656,0.23824436962604523,1.835493803024292,0.48346054553985596,0.5691429376602173,0.11694444715976715,0.1330941617488861,0.18989203870296478,0.4,32,16,64,0.01
