round_epochs,loss,accuracy,precision,recall,matthews,f1score,val_loss,val_accuracy,val_precision,val_recall,val_matthews,val_f1score,dropout,num_neurons,batch_size,epochs
6,0.21689805388450623,0.9176570177078247,0.923906147480011,0.9094594717025757,0.8757031559944153,0.9164268970489502,1.6591383218765259,0.5623409748077393,0.5602326393127441,0.5308333039283752,0.328032523393631,0.5446464419364929,0.1,16,16,32
12,0.23178543150424957,0.9193548560142517,0.9236487150192261,0.9180743098258972,0.8814480900764465,0.9207715392112732,1.966282844543457,0.5216284990310669,0.5191428661346436,0.4983333349227905,0.270893394947052,0.5082257986068726,0.1,16,16,64
4,0.2883327007293701,0.8938879370689392,0.9070408940315247,0.8765592575073242,0.8389195203781128,0.8913202881813049,1.2641340494155884,0.554707407951355,0.5672245621681213,0.5160256624221802,0.32828372716903687,0.539914071559906,0.1,16,32,32
7,0.19749893248081207,0.9286926984786987,0.9352642893791199,0.920218288898468,0.8920472860336304,0.9275572299957275,1.5958195924758911,0.5572519302368164,0.5528080463409424,0.5208333730697632,0.31550756096839905,0.5360701084136963,0.1,16,32,64
14,0.16178230941295624,0.9422750473022461,0.947616457939148,0.9359185099601746,0.9129186868667603,0.9416845440864563,1.5452812910079956,0.5623409748077393,0.5499473214149475,0.511904776096344,0.3091367781162262,0.530121386051178,0.1,16,64,32
11,0.1756151169538498,0.9329372048377991,0.941543459892273,0.9272519946098328,0.9019703269004822,0.9342805743217468,1.5451630353927612,0.5470737814903259,0.5287088751792908,0.5007440447807312,0.2801169455051422,0.5142489671707153,0.1,16,64,64
4,0.10756164789199829,0.9634974598884583,0.9673645496368408,0.9552364945411682,0.9422498941421509,0.960965633392334,1.8316199779510498,0.5699745416641235,0.5706465244293213,0.5433332920074463,0.34371063113212585,0.5561102628707886,0.1,32,16,32
9,0.06408108025789261,0.9728353023529053,0.9731982350349426,0.9682432413101196,0.9561497569084167,0.9706408381462097,2.8010613918304443,0.5597964525222778,0.5534762144088745,0.5383332967758179,0.3244790732860565,0.5455805659294128,0.1,32,16,64
4,0.10772906988859177,0.9745330810546875,0.9752833247184753,0.9695945978164673,0.9587616920471191,0.9723812937736511,1.597710132598877,0.554707407951355,0.552521288394928,0.5245726704597473,0.31547996401786804,0.5380178093910217,0.1,32,32,32
13,0.06454073637723923,0.9762309193611145,0.9804108142852783,0.9729729890823364,0.9651241898536682,0.9766191244125366,2.542651653289795,0.5470737814903259,0.5418474078178406,0.5184295177459717,0.302327424287796,0.5297315120697021,0.1,32,32,64
6,0.09849996864795685,0.9668930172920227,0.9697763323783875,0.965080976486206,0.9512452483177185,0.9673911929130554,1.6320233345031738,0.5470737814903259,0.534101665019989,0.511904776096344,0.2930651605129242,0.5226232409477234,0.1,32,64,32
20,0.05001688003540039,0.9847198724746704,0.9860197305679321,0.9839954376220703,0.9775183796882629,0.984987735748291,2.622911214828491,0.5445292592048645,0.541838526725769,0.5322420597076416,0.30866995453834534,0.5369768738746643,0.1,32,64,64
8,0.045311037451028824,0.9813242554664612,0.9820383191108704,0.9771959185600281,0.9695356488227844,0.9795389771461487,3.6982924938201904,0.5597964525222778,0.559333324432373,0.5533333420753479,0.3367465138435364,0.5562143921852112,0.1,64,16,32
10,0.038292914628982544,0.9881154298782349,0.9881756901741028,0.9864864945411682,0.9810056686401367,0.9873038530349731,4.284069538116455,0.5318065881729126,0.5301666855812073,0.528333306312561,0.295063853263855,0.5292204022407532,0.1,64,16,64
8,0.031009580940008163,0.9923599362373352,0.9923986196517944,0.9898648858070374,0.9867047667503357,0.9911116361618042,2.470912218093872,0.5623409748077393,0.5533912181854248,0.5448718070983887,0.32682672142982483,0.5490468144416809,0.1,64,32,32
12,0.02690907008945942,0.9932088255882263,0.993048369884491,0.9922037720680237,0.9889413714408875,0.9926193952560425,3.0341150760650635,0.5470737814903259,0.5450607538223267,0.5328525900840759,0.31340110301971436,0.5387287735939026,0.1,64,32,64
4,0.06660677492618561,0.988964319229126,0.9908491373062134,0.9782388806343079,0.9768842458724976,0.9844626188278198,1.6811566352844238,0.5496183037757874,0.5272534489631653,0.5007440447807312,0.27872997522354126,0.5135355591773987,0.1,64,64,32
8,0.03481411561369896,0.9915110468864441,0.9917762875556946,0.9909539222717285,0.9870489239692688,0.9913619160652161,2.106644868850708,0.5343511700630188,0.5152987837791443,0.4985118806362152,0.2658197581768036,0.5067053437232971,0.1,64,64,64
4,0.01880563423037529,0.9957554936408997,0.9974662065505981,0.9932432174682617,0.9930548667907715,0.9952865839004517,2.594029188156128,0.5623409748077393,0.5510476231575012,0.5358332991600037,0.32168319821357727,0.5430967211723328,0.1,128,16,32
8,0.05855058506131172,0.9804753661155701,0.9830518364906311,0.9780405163764954,0.9708672761917114,0.9804654717445374,6.06097412109375,0.5572519302368164,0.5504207015037537,0.5427777767181396,0.32268238067626953,0.5464390516281128,0.1,128,16,64
