round_epochs,loss,accuracy,precision,recall,matthews,f1score,val_loss,val_accuracy,val_precision,val_recall,val_matthews,val_f1score,dropout,num_neurons,batch_size,epochs,lr
7,1.0269813537597656,0.5,0.6216215491294861,0.09087837487459183,0.16023136675357819,0.15418289601802826,1.2802478075027466,0.46055978536605835,0.24666665494441986,0.03500000014901161,-0.014239135198295116,0.06061230227351189,0.4,16,16,32,0.01
6,0.7486233711242676,0.666383683681488,0.7465572953224182,0.5157094597816467,0.4793444871902466,0.6065385937690735,1.1246310472488403,0.4325699806213379,0.47001442313194275,0.23499999940395355,0.1337680220603943,0.308114618062973,0.4,16,16,32,0.001
6,1.0244195461273193,0.509337842464447,0.5686669945716858,0.2385135143995285,0.20036910474300385,0.32683706283569336,1.0436691045761108,0.49363866448402405,0.550428569316864,0.22194445133209229,0.17539672553539276,0.3086421489715576,0.4,16,16,32,0.0001
9,1.0446373224258423,0.511035680770874,0.7380630970001221,0.11402027308940887,0.20700319111347198,0.19231219589710236,1.3028780221939087,0.48346054553985596,0.4246666431427002,0.05999999865889549,0.05912889167666435,0.10253534466028214,0.4,16,16,64,0.01
7,0.6852562427520752,0.7088285088539124,0.7746771574020386,0.5853040814399719,0.5428895950317383,0.6639137268066406,1.2058391571044922,0.442748099565506,0.4565555453300476,0.30250000953674316,0.1394241750240326,0.3616297245025635,0.4,16,16,64,0.001
13,0.9303424954414368,0.5602716207504272,0.710498571395874,0.31824323534965515,0.3296123445034027,0.4332500696182251,1.0603830814361572,0.48600509762763977,0.5129939913749695,0.3194444477558136,0.1918618083000183,0.39140784740448,0.4,16,16,64,0.0001
5,0.9784342646598816,0.5178267955780029,0.7683718800544739,0.10914761573076248,0.204705148935318,0.18794111907482147,1.1700371503829956,0.48346054553985596,0.5083332657814026,0.0625,0.0722484365105629,0.10822167992591858,0.4,16,32,32,0.01
8,0.6879290342330933,0.7037351727485657,0.7921714186668396,0.5779625773429871,0.5516558289527893,0.6661396026611328,1.1271893978118896,0.46055978536605835,0.4792841672897339,0.26442307233810425,0.159175306558609,0.33961546421051025,0.4,16,32,32,0.001
10,1.006548523902893,0.4932088255882263,0.5980719923973083,0.28137993812561035,0.2401343137025833,0.3758298456668854,1.0479611158370972,0.4580152630805969,0.46373626589775085,0.06009615212678909,0.045655928552150726,0.10421547293663025,0.4,16,32,32,0.0001
8,0.9895231127738953,0.5025466680526733,0.8197553753852844,0.12324584275484085,0.23406647145748138,0.2109927386045456,1.1702041625976562,0.468193382024765,0.4652930796146393,0.0902777835726738,0.07515521347522736,0.14952924847602844,0.4,16,32,64,0.01
