round_epochs,loss,accuracy,precision,recall,matthews,f1score,val_loss,val_accuracy,val_precision,val_recall,val_matthews,val_f1score,dropout,num_neurons,batch_size,epochs
4,0.23958179354667664,0.9074702858924866,0.9161580204963684,0.8944256901741028,0.8588060140609741,0.9047790765762329,1.5911192893981934,0.5139949321746826,0.5168882608413696,0.47583332657814026,0.2618998885154724,0.4949948191642761,0.1,16,16,32
14,0.2128516435623169,0.9354838728904724,0.9387307167053223,0.9282094836235046,0.9004545211791992,0.9332153797149658,2.2833445072174072,0.5343511700630188,0.5310091972351074,0.5038889050483704,0.2881990671157837,0.5163742303848267,0.1,16,16,64
7,0.19130642712116241,0.9286926984786987,0.9339770674705505,0.9189838767051697,0.8902379870414734,0.9263338446617126,1.7086670398712158,0.5648854970932007,0.5581673979759216,0.5197649598121643,0.31995153427124023,0.5381253957748413,0.1,16,32,32
7,0.20207872986793518,0.9193548560142517,0.9314696788787842,0.9168398976325989,0.886648416519165,0.9239882230758667,1.5835057497024536,0.5674300193786621,0.569923996925354,0.5304487347602844,0.33868610858917236,0.5490407943725586,0.1,16,32,64
6,0.24547483026981354,0.9032257795333862,0.9207731485366821,0.8910678029060364,0.859896719455719,0.9055235981941223,1.3326222896575928,0.5496183037757874,0.540830135345459,0.5054563283920288,0.2950367331504822,0.5223933458328247,0.1,16,64,32
14,0.1732555776834488,0.9278438091278076,0.937528133392334,0.9259868264198303,0.8979644775390625,0.9316685199737549,1.7971314191818237,0.5699745416641235,0.5458322763442993,0.5252975821495056,0.30910494923591614,0.535260796546936,0.1,16,64,64
6,0.09424648433923721,0.9660441279411316,0.9678491353988647,0.962837815284729,0.9480631947517395,0.9652626514434814,2.3783535957336426,0.554707407951355,0.5507856607437134,0.5302777886390686,0.31796881556510925,0.5400976538658142,0.1,32,16,32
11,0.09831544011831284,0.9719864130020142,0.9744672775268555,0.9679054021835327,0.9569054841995239,0.9709972739219666,3.2057814598083496,0.5394402146339417,0.5392777919769287,0.535277783870697,0.3072413206100464,0.5372132062911987,0.1,32,16,64
10,0.078619584441185,0.971137523651123,0.9735410809516907,0.9693997502326965,0.9572475552558899,0.9714375138282776,2.4023706912994385,0.5623409748077393,0.548210620880127,0.5328525900840759,0.31501084566116333,0.5402464866638184,0.1,32,32,32
11,0.06735935807228088,0.9804753661155701,0.9805471301078796,0.9788851141929626,0.9695890545845032,0.9797029495239258,2.4705166816711426,0.554707407951355,0.5515238046646118,0.5352564454078674,0.3198525011539459,0.5431458950042725,0.1,32,32,64
7,0.07670500874519348,0.979626476764679,0.9801979064941406,0.9777960777282715,0.9685233235359192,0.978987455368042,1.7649965286254883,0.5648854970932007,0.5685867667198181,0.5434027910232544,0.342293918132782,0.555559515953064,0.1,32,64,32
7,0.08372533321380615,0.9745330810546875,0.9768815040588379,0.9728618264198303,0.9623499512672424,0.9748494029045105,1.8020635843276978,0.5445292592048645,0.5303190350532532,0.5141369104385376,0.2881849408149719,0.5220860838890076,0.1,32,64,64
5,0.04108492285013199,0.9872665405273438,0.9889639616012573,0.9831081032752991,0.979106605052948,0.9859415888786316,2.5789785385131836,0.5419847369194031,0.5404999852180481,0.5277777910232544,0.3056451678276062,0.5339041948318481,0.1,64,16,32
8,0.04599469155073166,0.9838709831237793,0.9847410321235657,0.9805743098258972,0.9740299582481384,0.9825905561447144,3.769658327102661,0.5343511700630188,0.5301826000213623,0.522777795791626,0.2935146987438202,0.5263422131538391,0.1,64,16,64
4,0.05112132802605629,0.9847198724746704,0.9847972989082336,0.9847972989082336,0.9771959185600281,0.9847972989082336,2.011033773422241,0.5394402146339417,0.5292561650276184,0.5112179517745972,0.2862667143344879,0.5199416875839233,0.1,64,32,32
9,0.03342019021511078,0.9898132681846619,0.9898648858070374,0.9898648858070374,0.9847972989082336,0.9898648858070374,2.810608148574829,0.5419847369194031,0.5322097539901733,0.5208333730697632,0.292767196893692,0.5263373851776123,0.1,64,32,64
7,0.029880397021770477,0.9949066042900085,0.9958490133285522,0.9917762875556946,0.990739643573761,0.9937965273857117,2.1706044673919678,0.5445292592048645,0.5199499726295471,0.4985118806362152,0.2709333002567291,0.5088791251182556,0.1,64,64,32
8,0.024771763011813164,0.9966044425964355,0.9967105388641357,0.9958881735801697,0.9944502115249634,0.9962961077690125,2.191631555557251,0.5470737814903259,0.5281086564064026,0.511904776096344,0.2848575711250305,0.5197948813438416,0.1,64,64,64
7,0.024537349119782448,0.9915110468864441,0.9915540814399719,0.9915540814399719,0.9873310923576355,0.9915540814399719,3.5108158588409424,0.5394402146339417,0.5411428809165955,0.5308333039283752,0.30764877796173096,0.535784900188446,0.1,128,16,32
7,0.0724143236875534,0.9813242554664612,0.9814189076423645,0.9814189076423645,0.9721283912658691,0.9814189076423645,4.498907089233398,0.5674300193786621,0.5649444460868835,0.5627777576446533,0.34685826301574707,0.5638261437416077,0.1,128,16,64
6,0.009343416430056095,0.9991511106491089,0.9991554021835327,0.9983108043670654,0.9981020092964172,0.9987264275550842,2.6076035499572754,0.5623409748077393,0.5519437789916992,0.5424679517745972,0.32358676195144653,0.5471069812774658,0.1,128,32,32
9,0.005905806086957455,0.9991511106491089,0.9991554021835327,0.9991554021835327,0.9987331032752991,0.9991554021835327,2.8432374000549316,0.5674300193786621,0.558767557144165,0.5472756624221802,0.33336830139160156,0.552847683429718,0.1,128,32,64
5,0.016093026846647263,0.9966044425964355,0.9967105388641357,0.9967105388641357,0.9950658082962036,0.9967105388641357,2.1204421520233154,0.5572519302368164,0.5414593815803528,0.5166170597076416,0.30199098587036133,0.5285829901695251,0.1,128,64,32
8,0.009876376017928123,0.9983022212982178,0.9983552694320679,0.9983552694320679,0.9975329041481018,0.9983552694320679,2.4614450931549072,0.5572519302368164,0.5342773199081421,0.5252975821495056,0.29718783497810364,0.5297210812568665,0.1,128,64,64
4,0.011454550549387932,0.9966044425964355,0.9966216087341309,0.9957770109176636,0.9943035244941711,0.9961857199668884,3.2070858478546143,0.5597964525222778,0.5652222633361816,0.5597221851348877,0.34541335701942444,0.5623834133148193,0.1,256,16,32
8,0.2777336537837982,0.950764000415802,0.9494932293891907,0.9486486315727234,0.9236109852790833,0.9490572214126587,14.52910327911377,0.5394402146339417,0.542888879776001,0.539722204208374,0.3126579821109772,0.541254460811615,0.1,256,16,64
5,0.005787584464997053,0.9991511106491089,0.9991554021835327,0.9991554021835327,0.9987331032752991,0.9991554021835327,2.4761807918548584,0.5394402146339417,0.5361649990081787,0.5208333730697632,0.2969643771648407,0.5282636880874634,0.1,256,32,32
9,0.003950973507016897,0.9991511106491089,0.9991554021835327,0.9991554021835327,0.9987331032752991,0.9991554021835327,2.834101438522339,0.5470737814903259,0.5366669297218323,0.5184295177459717,0.29765504598617554,0.5272377729415894,0.1,256,32,64
4,0.009698293171823025,0.9991511106491089,1.0,0.9946862459182739,0.9960265159606934,0.997310221195221,2.167513132095337,0.5496183037757874,0.5381530523300171,0.5233134627342224,0.30060693621635437,0.5306046009063721,0.1,256,64,32
11,0.003865189850330353,0.9991511106491089,0.9991776347160339,0.9991776347160339,0.9987664222717285,0.9991776347160339,2.696582794189453,0.5597964525222778,0.5310999751091003,0.523065447807312,0.2926507294178009,0.5270082354545593,0.1,256,64,64
6,0.005662535782903433,0.9991511106491089,0.9991554021835327,0.9983108043670654,0.9981042146682739,0.9987195134162903,3.1275041103363037,0.5699745416641235,0.5726111531257629,0.5652778148651123,0.3553798198699951,0.5688261985778809,0.1,512,16,32
8,0.004261534195393324,0.9991511106491089,0.9991554021835327,0.9991554021835327,0.9987331032752991,0.9991554021835327,3.531370162963867,0.5292620658874512,0.5293333530426025,0.5233333110809326,0.2917465269565582,0.5262144207954407,0.1,512,16,64
9,0.003749547526240349,0.9991511106491089,0.9991554021835327,0.9991554021835327,0.9987331032752991,0.9991554021835327,2.9187614917755127,0.5470737814903259,0.5447442531585693,0.5365918874740601,0.31337210536003113,0.5405809879302979,0.1,512,32,32
14,0.0035184784792363644,0.9991511106491089,0.9991554021835327,0.9991554021835327,0.9987331032752991,0.9991554021835327,3.239061117172241,0.5318065881729126,0.5214536786079407,0.5160256624221802,0.27968913316726685,0.5186965465545654,0.1,512,32,64
