round_epochs,loss,accuracy,precision,recall,matthews,f1score,val_loss,val_accuracy,val_precision,val_recall,val_matthews,val_f1score,dropout,num_neurons,batch_size,epochs,lr
6,1.0930532217025757,0.5042445063591003,0.7240990996360779,0.09290540218353271,0.17463275790214539,0.16070522367954254,1.143749713897705,0.47073790431022644,0.29999998211860657,0.029999999329447746,0.030021874234080315,0.05367731675505638,0.4,16,16,32,0.01
4,0.8971706628799438,0.598471999168396,0.692643940448761,0.33361485600471497,0.33091479539871216,0.43668293952941895,1.0586744546890259,0.47328245639801025,0.5519999861717224,0.15388889610767365,0.14247646927833557,0.23657625913619995,0.4,16,16,32,0.001
5,1.018755316734314,0.4838709533214569,0.5646536350250244,0.22364863753318787,0.18923698365688324,0.3124740421772003,1.0494579076766968,0.4783715009689331,0.5149999856948853,0.21694444119930267,0.15145473182201385,0.301136314868927,0.4,16,16,32,0.0001
11,1.0306098461151123,0.4991511106491089,0.5878378748893738,0.0751689225435257,0.14554724097251892,0.1294432431459427,1.238118290901184,0.4656488597393036,0.3199999928474426,0.029999999329447746,0.00496794655919075,0.0533113107085228,0.4,16,16,64,0.01
22,0.23077595233917236,0.9134125709533691,0.9366918802261353,0.8810810446739197,0.8651759028434753,0.907218337059021,1.6412633657455444,0.4758269786834717,0.4944066107273102,0.4402777850627899,0.22091525793075562,0.46511203050613403,0.4,16,16,64,0.001
14,0.9163278341293335,0.5959252715110779,0.66866534948349,0.35152027010917664,0.3289397656917572,0.4554107189178467,1.0659743547439575,0.4529262185096741,0.47199416160583496,0.24888889491558075,0.13743068277835846,0.32176148891448975,0.4,16,16,64,0.0001
6,1.0171442031860352,0.4974533021450043,0.6986486315727234,0.06945165991783142,0.15228165686130524,0.12452277541160583,1.1001203060150146,0.4783715009689331,0.3987179398536682,0.03498931601643562,0.028699100017547607,0.06342630833387375,0.4,16,32,32,0.01
17,0.3701536953449249,0.8667232394218445,0.8959339261054993,0.8172426819801331,0.7888029217720032,0.8542004227638245,1.1535186767578125,0.5063613057136536,0.5448170304298401,0.4417734742164612,0.27346161007881165,0.48698920011520386,0.4,16,32,32,0.001
5,1.0399709939956665,0.4906621277332306,0.5420843362808228,0.2125779688358307,0.16805468499660492,0.29547837376594543,1.0392260551452637,0.4758269786834717,0.5801612734794617,0.18883547186851501,0.1753377616405487,0.2795061469078064,0.4,16,32,32,0.0001
7,0.9707140922546387,0.5084889531135559,0.8534319400787354,0.12785862386226654,0.24675460159778595,0.21801334619522095,1.1113696098327637,0.468193382024765,0.3384615480899811,0.03365384787321091,0.02157718874514103,0.06071849539875984,0.4,16,32,64,0.01
19,0.2947194576263428,0.9049236178398132,0.9256731867790222,0.8674635887145996,0.8471099138259888,0.8951062560081482,1.227262258529663,0.4758269786834717,0.5051109790802002,0.4236111342906952,0.22607830166816711,0.45926278829574585,0.4,16,32,64,0.001
17,0.922046422958374,0.5721561908721924,0.6923066973686218,0.32341474294662476,0.3245382606983185,0.43627768754959106,1.0600601434707642,0.4885496199131012,0.5373221039772034,0.21047009527683258,0.1632378250360489,0.2993488311767578,0.4,16,32,64,0.0001
5,0.9595263600349426,0.5059422850608826,0.771806538105011,0.18199646472930908,0.26894357800483704,0.29167336225509644,1.1011066436767578,0.4783715009689331,0.47487354278564453,0.09375,0.10247892886400223,0.1542731076478958,0.4,16,64,32,0.01
6,0.8528527617454529,0.6256366968154907,0.7227711081504822,0.4104250967502594,0.3978475332260132,0.520980715751648,1.0793101787567139,0.48091602325439453,0.4979598820209503,0.3489583134651184,0.19211652874946594,0.41000795364379883,0.4,16,64,32,0.001
4,1.0972951650619507,0.4524618089199066,0.4323914051055908,0.19313006103038788,0.08849348872900009,0.2662103772163391,1.0633435249328613,0.4758269786834717,0.4322033226490021,0.1587301641702652,0.07374086230993271,0.23001645505428314,0.4,16,64,32,0.0001
13,0.9645917415618896,0.5297113656997681,0.8085740208625793,0.17699898779392242,0.28019410371780396,0.28771162033081055,1.2437145709991455,0.4656488597393036,0.4168831408023834,0.069444440305233,0.049155209213495255,0.11865078657865524,0.4,16,64,64,0.01
16,0.4532056152820587,0.8344652056694031,0.8753059506416321,0.7720141410827637,0.7419110536575317,0.8202269077301025,1.197326898574829,0.4885496199131012,0.5198152661323547,0.3874008059501648,0.22832342982292175,0.44377586245536804,0.4,16,64,64,0.001
11,1.0118635892868042,0.5033955574035645,0.564847469329834,0.24531881511211395,0.20126640796661377,0.3410787880420685,1.0455225706100464,0.47328245639801025,0.4883494973182678,0.2100694477558136,0.1346399337053299,0.29301896691322327,0.4,16,64,64,0.0001
4,0.9997659921646118,0.5246179699897766,0.7321107387542725,0.18935810029506683,0.2589307129383087,0.29515340924263,1.2893775701522827,0.4554707407951355,0.4112381041049957,0.10499999672174454,0.04424672573804855,0.16249485313892365,0.4,32,16,32,0.01
9,0.3365360498428345,0.8786078095436096,0.9003673195838928,0.8422297239303589,0.8099000453948975,0.869430422782898,1.2581678628921509,0.5139949321746826,0.5403211116790771,0.4463889002799988,0.27094462513923645,0.48814287781715393,0.4,32,16,32,0.001
6,0.965996503829956,0.5483871102333069,0.6345905661582947,0.2841216027736664,0.2621518075466156,0.3850507140159607,1.067947506904602,0.46310433745384216,0.49465107917785645,0.3858333230018616,0.20448893308639526,0.4318395256996155,0.4,32,16,32,0.0001
9,1.0086039304733276,0.5059422850608826,0.8076577186584473,0.13935810327529907,0.2507167160511017,0.23077435791492462,1.4060273170471191,0.47073790431022644,0.547333300113678,0.1019444465637207,0.11318369209766388,0.16326230764389038,0.4,32,16,64,0.01
16,0.1701255440711975,0.9380305409431458,0.9437904357910156,0.9192568063735962,0.8980578780174255,0.9310126304626465,1.5219992399215698,0.5241730213165283,0.5253565907478333,0.47777777910232544,0.2666815221309662,0.49980849027633667,0.4,32,16,64,0.001
31,0.4862499535083771,0.8344652056694031,0.8874661326408386,0.745945930480957,0.7333952188491821,0.8080450296401978,1.0633679628372192,0.48091602325439453,0.5499846935272217,0.35527777671813965,0.23553836345672607,0.42687365412712097,0.4,32,16,64,0.0001
7,0.969674825668335,0.5365025401115417,0.8107572793960571,0.17262214422225952,0.28004106879234314,0.2809881865978241,1.273106575012207,0.46310433745384216,0.47564104199409485,0.057692307978868484,0.059531789273023605,0.09994871914386749,0.4,32,32,32,0.01
10,0.2676975429058075,0.9202037453651428,0.9430222511291504,0.8891632556915283,0.8755723834037781,0.915001630783081,1.2785594463348389,0.48600509762763977,0.5240894556045532,0.4417734742164612,0.250184565782547,0.47831428050994873,0.4,32,32,32,0.001
9,0.9288308024406433,0.5619694590568542,0.687489926815033,0.338942289352417,0.3323593735694885,0.45019933581352234,1.0510658025741577,0.47073790431022644,0.49177515506744385,0.28872865438461304,0.16611765325069427,0.3626966178417206,0.4,32,32,32,0.0001
14,0.8109942674636841,0.5865874290466309,0.8775572776794434,0.3520660102367401,0.4495326280593872,0.4956929385662079,1.4532427787780762,0.4783715009689331,0.5998251438140869,0.2094017118215561,0.2052309811115265,0.30859947204589844,0.4,32,32,64,0.01
10,0.2824017107486725,0.9100169539451599,0.9296729564666748,0.8771439790725708,0.8567342758178711,0.9022890329360962,1.2011576890945435,0.5139949321746826,0.5401860475540161,0.4366987347602844,0.2638013958930969,0.4817546308040619,0.4,32,32,64,0.001
17,0.7822505235671997,0.6791171431541443,0.7812350392341614,0.47511693835258484,0.47889652848243713,0.5889402031898499,1.0324761867523193,0.49363866448402405,0.5422497987747192,0.3127670884132385,0.21442286670207977,0.39442163705825806,0.4,32,32,64,0.0001
5,0.9098544120788574,0.5246179699897766,0.8026489019393921,0.24367408454418182,0.33240342140197754,0.36994633078575134,1.1974127292633057,0.468193382024765,0.5406537055969238,0.1408730149269104,0.13460618257522583,0.22011686861515045,0.4,32,64,32,0.01
7,0.5460903644561768,0.7860780954360962,0.839841365814209,0.7104630470275879,0.6735577583312988,0.7692083716392517,1.1074861288070679,0.508905827999115,0.5874689817428589,0.4144345223903656,0.3014455735683441,0.48377013206481934,0.4,32,64,32,0.001
6,1.022696614265442,0.4991511106491089,0.552574872970581,0.23620951175689697,0.18826797604560852,0.3287537097930908,1.058994174003601,0.4580152630805969,0.5038620233535767,0.2594245970249176,0.16373564302921295,0.3411545157432556,0.4,32,64,32,0.0001
8,0.8609166741371155,0.5577249526977539,0.7842085361480713,0.3004175126552582,0.36570411920547485,0.43227577209472656,1.2926959991455078,0.46310433745384216,0.5511904954910278,0.2016369104385376,0.17503376305103302,0.2939412295818329,0.4,32,64,64,0.01
9,0.4510078430175781,0.8293718099594116,0.8713334798812866,0.7585399746894836,0.7299461364746094,0.8101789951324463,1.165863275527954,0.508905827999115,0.5298523902893066,0.436259925365448,0.2572247087955475,0.4775460660457611,0.4,32,64,64,0.001
24,0.7629885673522949,0.7020373344421387,0.8322728276252747,0.4808324873447418,0.5169384479522705,0.6077920794487,1.0155165195465088,0.4885496199131012,0.6158603429794312,0.3204365074634552,0.2772297263145447,0.41555333137512207,0.4,32,64,64,0.0001
5,1.0376861095428467,0.5458403825759888,0.7378257513046265,0.2712838053703308,0.3188023269176483,0.3883417844772339,1.3542989492416382,0.48091602325439453,0.5833333134651184,0.14944444596767426,0.16173899173736572,0.23448680341243744,0.4,64,16,32,0.01
5,0.3717341125011444,0.8718166351318359,0.9007275700569153,0.8275337815284729,0.7998930811882019,0.8610754013061523,1.2582411766052246,0.5190839767456055,0.559262216091156,0.45277777314186096,0.2888603210449219,0.4977116286754608,0.4,64,16,32,0.001
18,0.46614548563957214,0.8471986651420593,0.9004403948783875,0.7587838172912598,0.7519011497497559,0.8214672803878784,1.0332553386688232,0.5241730213165283,0.5986118912696838,0.4052777886390686,0.3029024600982666,0.4794134795665741,0.4,64,16,32,0.0001
8,0.9500796794891357,0.5645161271095276,0.8782550692558289,0.24594596028327942,0.36218950152397156,0.37218406796455383,1.6220109462738037,0.46055978536605835,0.4901904761791229,0.136388897895813,0.10390229523181915,0.20661821961402893,0.4,64,16,64,0.01
9,0.15398457646369934,0.9584040641784668,0.9616474509239197,0.9358108043670654,0.9237057566642761,0.9481982588768005,1.710913062095642,0.4885496199131012,0.4899951219558716,0.45527780055999756,0.22584117949008942,0.4712860882282257,0.4,64,16,64,0.001
22,0.36810171604156494,0.8964346647262573,0.9333677291870117,0.8317567706108093,0.8281078338623047,0.8779419660568237,1.0827850103378296,0.516539454460144,0.5538961291313171,0.4352777898311615,0.27886998653411865,0.4856646656990051,0.4,64,16,64,0.0001
5,0.8657788038253784,0.6120543479919434,0.783957839012146,0.3860447108745575,0.4217265844345093,0.5125364065170288,1.535315752029419,0.46310433745384216,0.528626561164856,0.19871793687343597,0.1493692249059677,0.28607994318008423,0.4,64,32,32,0.01
8,0.22562186419963837,0.9235993027687073,0.9345056414604187,0.9007925987243652,0.8774415254592896,0.9171463251113892,1.2842940092086792,0.5139949321746826,0.5294249653816223,0.44631412625312805,0.25991562008857727,0.48378846049308777,0.4,64,32,32,0.001
6,0.9254074692726135,0.5628183484077454,0.6931678652763367,0.3676585257053375,0.3500537574291229,0.47702303528785706,1.0350230932235718,0.4910941421985626,0.5587263703346252,0.3141025900840759,0.22847673296928406,0.39999496936798096,0.4,64,32,32,0.0001
8,0.7291033864021301,0.6621392369270325,0.8270643353462219,0.5010395050048828,0.5261613726615906,0.6217424273490906,1.8619753122329712,0.48346054553985596,0.5214654207229614,0.3141025900840759,0.19508399069309235,0.38899022340774536,0.4,64,32,64,0.01
17,0.0520496740937233,0.9855687618255615,0.9854470491409302,0.9837578535079956,0.9769083261489868,0.9845890402793884,1.9077706336975098,0.5318065881729126,0.532044529914856,0.5138888955116272,0.2894362509250641,0.5226203203201294,0.4,64,32,64,0.001
10,0.7595158815383911,0.676570475101471,0.8010178208351135,0.5088357925415039,0.5141652822494507,0.619878351688385,1.0197153091430664,0.47073790431022644,0.5900164842605591,0.26335471868515015,0.22538448870182037,0.3591938614845276,0.4,64,32,64,0.0001
6,0.7272657752037048,0.646010160446167,0.8640151619911194,0.4330085813999176,0.5027409791946411,0.5736613273620605,1.6308629512786865,0.49618321657180786,0.5197339057922363,0.2839781641960144,0.18576203286647797,0.3649922311306,0.4,64,64,32,0.01
7,0.304239958524704,0.9091680645942688,0.9401541352272034,0.8640561103820801,0.8553945422172546,0.9000684022903442,1.1303112506866455,0.5267175436019897,0.5656227469444275,0.4764384925365448,0.30755355954170227,0.5170292258262634,0.4,64,64,32,0.001
4,0.9953847527503967,0.4991511106491089,0.572725236415863,0.33040231466293335,0.24799922108650208,0.4179462194442749,1.0318458080291748,0.4758269786834717,0.49493691325187683,0.2142857164144516,0.15634272992610931,0.2978675067424774,0.4,64,64,32,0.0001
7,0.6569715738296509,0.6926994919776917,0.8774548768997192,0.5221406817436218,0.5744253396987915,0.6531510353088379,1.5836724042892456,0.48346054553985596,0.5823355913162231,0.2998511791229248,0.23286351561546326,0.391108900308609,0.4,64,64,64,0.01
15,0.10904646664857864,0.9753820300102234,0.9803375601768494,0.9634362459182739,0.9580057263374329,0.9717814922332764,1.403935432434082,0.5216284990310669,0.5272575616836548,0.4561011791229248,0.2618044316768646,0.4878722131252289,0.4,64,64,64,0.001
16,0.6860201954841614,0.7308998107910156,0.8405965566635132,0.5891953706741333,0.5942428112030029,0.69171541929245,0.9671787023544312,0.5318065881729126,0.6218339204788208,0.3891368806362152,0.31314724683761597,0.4778808653354645,0.4,64,64,64,0.0001
6,0.9477648138999939,0.6434634923934937,0.7913019061088562,0.43648648262023926,0.459723562002182,0.5565956234931946,2.8146512508392334,0.48091602325439453,0.5324243307113647,0.2683333456516266,0.18578596413135529,0.3512548506259918,0.4,128,16,32,0.01
6,0.13466332852840424,0.961799681186676,0.9676239490509033,0.941216230392456,0.9322344660758972,0.9537798762321472,1.6595687866210938,0.516539454460144,0.524067759513855,0.48777779936790466,0.271541953086853,0.5044499039649963,0.4,128,16,32,0.001
14,0.3466666042804718,0.9057725071907043,0.9340280294418335,0.8462837934494019,0.8387882113456726,0.8859462141990662,1.071750283241272,0.508905827999115,0.5720729231834412,0.4302777945995331,0.2923830449581146,0.4897182881832123,0.4,128,16,32,0.0001
8,1.0092694759368896,0.6315789222717285,0.8153764009475708,0.4172297418117523,0.46212485432624817,0.5437740087509155,3.5370161533355713,0.46310433745384216,0.48808807134628296,0.2588889002799988,0.15384680032730103,0.3343387246131897,0.4,128,16,64,0.01
8,0.09895821660757065,0.971137523651123,0.9751690030097961,0.9547297358512878,0.9476788640022278,0.9645477533340454,2.0038111209869385,0.48346054553985596,0.48723992705345154,0.4558333158493042,0.21799811720848083,0.4704148471355438,0.4,128,16,64,0.001
15,0.33919885754585266,0.9117147922515869,0.930088222026825,0.8604729771614075,0.845790445804596,0.8922551274299622,1.0540601015090942,0.4987277388572693,0.5387027263641357,0.41277778148651123,0.25359272956848145,0.4659694731235504,0.4,128,16,64,0.0001
