ACC,PRE,REC,MCC,AUC,F1,ACC,PRE,REC,MCC,ACC,F1
0.7348±0.0182,0.675±0.0281,0.5787±0.0359,0.5499±0.0352,0.866±0.0154,0.6222±0.0225,0.7341±0.0153,0.679±0.0218,0.5777±0.0348,0.548±0.0292,0.8654±0.0153,0.6235±0.0199
