7SVMRBF,0.6157517899761337,0.5745911267732899,0.539565759202454,0.1086509007887502,0.5749616564417177,0.5565279027592409,2,0.6420047732696897,0.6245125348189415,0.56441850410722,0.17911908034192633,0.6298698179372629,0.5929468054212458
7SVMLN,0.6157517899761337,0.6080684596577017,0.5105924079754601,0.06766698497713432,0.5193155674846626,0.5550835789714381,1,0.6157517899761337,0.5939667128987517,0.5065091031368594,0.049462673833492746,0.5398592496517269,0.5467626687650168
7RF,0.6229116945107399,0.5908067158067158,0.5743984854294478,0.16438834658018747,0.5758723159509203,0.5824870716006059,200,0.6372315035799523,0.6081853875042678,0.5913316039775184,0.19880387287670367,0.6030648028053994,0.5996400939086625
7ET,0.6085918854415274,0.5724230724230724,0.5593366564417178,0.13110824484862107,0.5627516296012269,0.5658042060223681,100,0.5990453460620525,0.559792924935289,0.5499351491569391,0.10928437445807736,0.5833573521640967,0.5548202534627458
7XGB,0.6181384248210023,0.5839324227174694,0.5671491564417178,0.15014648025961508,0.6039350076687116,0.5754184359462878,20,0.594272076372315,0.5591172680412371,0.5528894653408272,0.1118334600933263,0.601179324590479,0.5559859272613457
7LGBM,0.6109785202863962,0.5742811501597445,0.5590610621165644,0.1324707307094592,0.5825824386503067,0.5665689079329111,20,0.5871121718377088,0.5552158273381296,0.5516164673103714,0.1067716431795197,0.5973603304991113,0.5534102948601183
7MLP,0.6229116945107399,0.5881629968148456,0.5610261694785276,0.14670037471469055,0.5622124233128835,0.5742741801097104,20,0.649164677804296,0.6243502274204029,0.5919320747466014,0.2138389525036947,0.6134289282797714,0.6077091228360675
7NB,0.5966587112171837,0.548664515243065,0.5339699961656441,0.08131748634112723,0.587135736196319,0.5412175318877566,NA,0.6276849642004774,0.5932337758112094,0.5607316135850506,0.15049568293664264,0.6263750780612,0.5765249727598974
71NN,0.5704057279236276,0.5445503421309873,0.5436876917177914,0.08823381693978125,0.5436876917177914,0.5441186750112635,NA,0.5560859188544153,0.5320291108228852,0.5320291108228852,0.06405822164577028,0.5320291108228852,0.5320291108228852
7DT,0.630071599045346,0.6225315005727377,0.6281753259202454,0.2506432925207247,0.6244847584355828,0.6253406793411995,NA,0.5584725536992841,0.5360176568837987,0.5362564250372291,0.07227368751694038,0.533830523130134,0.5361370143767178
7LR,0.6157517899761337,0.6408393866020985,0.5083636886503068,0.06864216719306392,0.5482170245398773,0.566965893880662,0.1,0.6109785202863962,0.4731570512820513,0.49919536916942886,-0.009294872591252092,0.5661598693375607,0.4858275742866794
7PLS,0.6062052505966588,0.5509040880503144,0.5217240222392638,0.06650839167727556,0.5301715874233129,0.5359171439355036,NA,0.630071599045346,0.614051223998868,0.5387183551904693,0.1329041128136515,0.5699788634289282,0.5739233084689721
