8SVMRBF,0.6372315035799523,0.6101955614150736,0.5961464723926381,0.20586320218422352,0.6106810774539877,0.603089208885554,4,0.6467780429594272,0.6226702508960573,0.6150862276024402,0.23763548905558793,0.6731757698035261,0.6188550047074317
8SVMLN,0.60381861575179,0.5674914187643021,0.5565447661042945,0.12355219930174374,0.5932707055214723,0.5619647893440277,1,0.6467780429594272,0.624202154183704,0.6196498054474708,0.24380946318169816,0.6662103088821636,0.621917649290859
8RF,0.5513126491646778,0.5836485765556041,0.5826663151840491,0.16631199107992933,0.6177866180981594,0.5831570322433657,50,0.6372315035799523,0.6132771338250791,0.6084450208963827,0.22166949401975045,0.6590286784839314,0.6108515214583248
8ET,0.6205250596658711,0.595677153896332,0.5913894746932515,0.18701748404607696,0.6094588765337423,0.5935255707560105,200,0.6467780429594272,0.6204393663410057,0.6048181774511217,0.22471524090040876,0.6710741221117357,0.6125291922021577
8XGB,0.6133651551312649,0.5835056191687871,0.5755008627300613,0.15880486503947386,0.5965418903374233,0.5794755982543037,50,0.6563245823389021,0.6329115568488879,0.6228683287697555,0.2555826352803274,0.6938319642599797,0.6278497819374187
8LGBM,0.5298329355608592,0.5707022401208155,0.5673169095092024,0.1379776257269394,0.6066430214723927,0.5690045395467739,200,0.6587112171837709,0.6385997067448681,0.6362227986741607,0.27481222642527275,0.6887880097996829,0.6374090368355584
8MLP,0.6133651551312649,0.5857271325796505,0.5799583013803681,0.1655849739955709,0.6259825536809815,0.5828284423685077,50,0.6539379474940334,0.6365602129075183,0.6380362203967911,0.2745924663666861,0.6593409232838546,0.6372973620294476
8NB,0.5704057279236276,0.5490455738487234,0.5492594900306749,0.09830483113356983,0.5923720283742331,0.5491525111075395,NA,0.6109785202863962,0.5940833685793505,0.596171398376327,0.19024330863640412,0.6466589806408224,0.5951255519924483
81NN,0.5704057279236276,0.5445503421309873,0.5436876917177914,0.08823381693978125,0.5436876917177914,0.5441186750112635,NA,0.5775656324582339,0.5730864028481446,0.5769203055195273,0.14995770652290644,0.5769203055195273,0.5749969634342922
8DT,0.513126491646778,0.5430064503613172,0.5425014378834356,0.08550639692136677,0.5425014378834355,0.5427538266485167,NA,0.5608591885441527,0.5497490098553929,0.5518926838641496,0.10161908562824915,0.5518926838641496,0.5508187611824217
8LR,0.6205250596658711,0.6065376688802382,0.5222991756134969,0.09748235097314832,0.5904428680981595,0.5612753091466598,0.1,0.6229116945107399,0.6043248945147679,0.523754623624922,0.09956301730879785,0.6580439064226353,0.5611624935726536
8PLS,0.5823389021479713,0.5461501288659794,0.5411953604294478,0.0872048437301389,0.6168040644171779,0.5436614558115058,NA,0.6372315035799523,0.6083957430035475,0.5924724984387759,0.2002361123840104,0.6681077965124659,0.6003285513886074
