ACC,PRE,REC,MCC,AUC,F1,ACC,PRE,REC,MCC,ACC,F1
0.5443±0.0184,0.5893±0.028,0.5051±0.0223,0.2694±0.0314,0.706±0.0182,0.5029±0.0253,0.5282±0.0204,0.502±0.0224,0.4925±0.0277,0.2497±0.0381,0.6602±0.0227,0.4971±0.0245
