ACC,PRE,REC,MCC,AUC,F1,ACC,PRE,REC,MCC,ACC,F1
0.6432±0.0355,0.6443±0.0352,0.6432±0.0355,0.2875±0.0708,0.687±0.0309,0.6438±0.0354,0.6321±0.0268,0.6339±0.0265,0.6321±0.0268,0.266±0.0533,0.6673±0.0226,0.633±0.0267
