ACC,PRE,REC,MCC,AUC,F1,ACC,PRE,REC,MCC,ACC,F1
0.7383±0.0037,0.7643±0.0042,0.7131±0.0032,0.4695±0.0061,0.888±0.0031,0.6361±0.0048,0.7306±0.0053,0.6725±0.0117,0.6035±0.008,0.4576±0.009,0.8254±0.0075,0.636±0.0061
